Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
91702.0,-1.8251947391519199,-1.5413793797131399,-1.5209480159314799,0.801908512132873,0.0496343618070222,-0.984564755773951,2.73273656559438,-1.13554519029591,0.5388842351723689,-0.7098172380516792,0.522715880813218,-2.8243865186786197,1.67747048625268,2.3417799900183702,0.861365758113264,-2.02054605537249,1.75328029980059,-0.0033924430072979103,3.0536303841477,-0.00466229221155268,0.0799269253035998,1.03654549670928,-0.31752195841844105,0.175586798180172,0.250913740152375,1.48290125441501,0.45955878230885705,-0.156526964638879,663.88,0
81826.0,-0.41544050007761607,0.995677974209615,1.1450637827741599,-0.17482230034437898,0.42767739795593607,-0.0110585512417014,0.509306406661954,0.242941628905325,-0.6120719412734821,-0.3817553678304721,1.38840828217969,0.504889102411154,-0.0829898842769915,-0.19261526402046103,0.48681803662736,0.38937782590221703,-0.0742537155895065,0.0346931640340056,-0.0353947948292365,0.100024922803239,-0.20597976632067497,-0.53630968886013,-0.0310056740951254,-0.36391841466505603,-0.22387013031529002,0.10496020445306402,0.25596224853132604,0.0813957167378046,4.49,0
103558.0,-0.12599611880638,0.75684249837715,-0.33532652608711405,-0.46138916654779605,0.768156227686186,0.00662553016563202,0.9513400193133991,-0.30471701676114304,2.02899876700544,-0.8261883246085631,-0.42992952267742296,-3.8407573799380295,0.22885680141198,0.12590302777738302,-0.41162017487579294,0.652208815114354,0.848410977992522,0.7833928751921609,-0.482600330763499,-0.147687280311152,-0.362565889210741,-0.463026470518168,0.0456439825401038,-0.154633343455745,-0.383756295011155,0.28647008844489696,-0.14712870316562301,-0.20055151344548602,81.15,0
60333.0,-1.18944281105695,0.38996553717210797,3.05002576725833,1.46396705671557,0.8433419785817801,0.291080332760627,0.0744810462642552,0.173217329188295,-0.9117533919569871,0.18629813542963103,0.615237991112073,0.7642804425221941,0.8370622577711659,-0.612670751097367,-1.14088409923573,1.07536809654626,-1.26862061965196,0.486863775478049,-0.991894446672259,0.181410196060434,0.0457766477039747,0.119948531946859,-0.257997159463997,0.00022853854469578,0.312159474007257,-0.151405430359326,-0.127707160152422,-0.143700206169364,4.18,0
126584.0,-0.43276851625261603,0.507954542963145,1.4339079081206203,-0.730003897718736,0.28086234953517303,0.0233998685314688,0.24744433190804602,0.17375829259204903,0.501924278299295,-0.975454601360614,-1.3325529566516598,-0.3925273909168471,-0.561406900772336,-0.0999971989019022,0.46180268846539707,0.10741271350658,-0.594346347136672,0.5302040786972539,-0.378148454417438,-0.129005464069526,0.331411908748714,1.03681626010398,-0.342366283386256,0.623084792175209,0.0496395352883668,-0.159447111558771,0.152200396021729,0.149186819136964,0.0,0
62125.0,1.13608261455604,-0.0985687160276752,0.8538000993897601,0.142905266743904,-0.7790179840566259,-0.614560930495225,-0.250572133217525,-0.0650346226065162,0.219614166888861,-0.252245627523218,0.437395965964391,0.898441284929084,0.9833786962243449,-0.0412975455775654,1.40828782513128,0.11025231957791301,-0.0709955793195852,-1.08760788251717,-0.537357297815675,0.0183666501440205,-0.11563574793848,-0.33938506307344607,0.1864868680094,0.45845862601976795,-0.087984049584677,0.791975493778823,-0.0454151270557399,0.0220481777261463,36.42,0
153344.0,-0.982130487148743,1.68970063053332,-0.377912626711879,-0.8898921657614821,0.5737143948854649,-0.22138503264330897,0.17534161828457198,-2.63975372929056,0.33957875888154104,0.11777848871898901,-1.47396111931287,0.327801140278088,0.5082698075864199,-0.0402773434291131,-0.4334723237872971,0.0628907032133738,-0.5126144301912701,-0.5571414476748859,0.132397516927574,-0.5067790837572801,2.0501928559158604,-1.44898521710028,0.33675563413404597,-0.696224242575792,-0.36254085115644996,0.15863269952396802,-0.0632376356334564,0.110639387481327,1.79,0
74289.0,-2.834059098034,2.48285023506725,0.883504349328668,0.97033447094256,-1.67680574759615,-0.224429401540047,-1.8549304377469,-1.32466703514421,-0.8570829138606179,-0.872142552426465,-0.578193545503105,0.8825552959167949,0.36752909282178,1.18014841337147,1.31482854357658,0.4929214806406789,0.40354580738890505,0.272719332744382,0.0455841053520713,0.5594073374412011,-1.16835536993817,0.39780066661476,0.23999762591842896,0.6692332797404821,0.21665700136326801,-0.410668746261707,-0.19583625585354197,0.0410157654944028,10.45,0
57531.0,-1.2983508337573602,0.333994084781617,0.9090152034461121,-1.50246138294689,1.34091507567787,0.12578703269452,1.48698189361852,0.0904618944850483,-1.03236109875267,-1.10748821287534,0.41115253361398396,0.584696176432032,0.33070288458776603,0.368236217127651,-0.798427262463499,0.8066781741214101,-1.2665315438804,-0.47090424577354706,-1.05268745405816,0.186960622339612,-0.23014586191910502,-1.15205880561717,0.042628311496209,-1.19046389594368,0.562248954282939,-0.0250291469509293,-0.12067481055018599,0.0319379038664649,134.9,0
118498.0,2.2348576246006098,-0.595754445417595,-1.34921470814077,-0.912426520182754,-0.448147232004441,-1.32943433284159,-0.221127059616411,-0.496044621754464,-0.707612244025201,0.84431930656551,-0.546866824065186,-0.017296354866129,1.4503073321778799,-0.22292015970211698,0.201935714613262,0.8658694865902551,0.0255126970802745,-1.4060940518730398,0.469959382292249,0.0508760489373414,0.437873479129529,1.34673553164114,-0.0471418378032973,-0.0151444447983765,0.264793489903365,0.0715215701309755,-0.0313837827282808,-0.0642533723932914,15.0,0
